type	time	latitude	longitude	altitude (m)	temperature	name	desc
T	2016-02-11 04:25:47	47.718189843	-122.247222327	122.4	18.0		
T	2016-02-11 04:25:48	47.718191938	-122.247219561	122.4	18.0		
T	2016-02-11 04:25:49	47.718193531	-122.247216543	122.4	18.0		
T	2016-02-11 04:25:50	47.718194872	-122.247212939	122.4	18.0		
T	2016-02-11 04:25:51	47.718196129	-122.247211682	122.4	18.0		
T	2016-02-11 04:25:52	47.718186323	-122.247212185	122.4	18.0		
T	2016-02-11 04:25:53	47.718179198	-122.247214364	122.4	18.0		
T	2016-02-11 04:25:54	47.718171068	-122.247216040	122.4	18.0		
T	2016-02-11 04:25:55	47.718163608	-122.247216208	122.4	18.0		
T	2016-02-11 04:25:56	47.718164613	-122.247219896	122.4	18.0		
T	2016-02-11 04:25:57	47.718163440	-122.247216459	122.4	18.0		
T	2016-02-11 04:25:58	47.718151538	-122.247215202	122.4	18.0		
T	2016-02-11 04:25:59	47.718137624	-122.247215621	122.4	18.0		
T	2016-02-11 04:26:00	47.718124799	-122.247214448	122.4	18.0		
T	2016-02-11 04:26:01	47.718114490	-122.247212436	122.4	18.0		
T	2016-02-11 04:26:02	47.718105605	-122.247214783	122.4	18.0		
T	2016-02-11 04:26:03	47.718107449	-122.247213610	122.4	18.0		
T	2016-02-11 04:26:04	47.718108203	-122.247210592	122.4	18.0		
T	2016-02-11 04:26:05	47.718107952	-122.247208077	122.4	18.0		
T	2016-02-11 04:26:06	47.718098732	-122.247207491	122.2	18.0		
T	2016-02-11 04:26:07	47.718099067	-122.247206988	122.2	18.0		
T	2016-02-11 04:26:08	47.718098313	-122.247204222	122.2	18.0		
T	2016-02-11 04:26:09	47.718094960	-122.247196678	122.2	18.0		
T	2016-02-11 04:26:10	47.718091020	-122.247192990	122.2	18.0		
T	2016-02-11 04:26:11	47.718079956	-122.247193074	122.2	18.0		
T	2016-02-11 04:26:12	47.718076184	-122.247191397	122.2	18.0		
T	2016-02-11 04:26:13	47.718073670	-122.247194080	122.2	18.0		
T	2016-02-11 04:26:14	47.718069647	-122.247196762	122.2	18.0		
T	2016-02-11 04:26:15	47.718062187	-122.247200115	122.2	18.0		
T	2016-02-11 04:26:16	47.718070569	-122.247210341	122.2	18.0		
T	2016-02-11 04:26:17	47.718074927	-122.247217968	122.2	18.0		
T	2016-02-11 04:26:18	47.718078950	-122.247224422	122.2	18.0		
T	2016-02-11 04:26:19	47.718079705	-122.247229954	122.2	18.0		
T	2016-02-11 04:26:20	47.718081214	-122.247234648	122.2	18.0		
T	2016-02-11 04:26:21	47.718082471	-122.247241186	122.2	18.0		
T	2016-02-11 04:26:22	47.718082052	-122.247247556	122.2	18.0		
T	2016-02-11 04:26:23	47.718081465	-122.247253004	122.2	18.0		
T	2016-02-11 04:26:24	47.718082974	-122.247258788	122.2	18.0		
T	2016-02-11 04:26:25	47.718084818	-122.247263147	122.2	18.0		
T	2016-02-11 04:26:26	47.718086913	-122.247267924	122.2	18.0		
T	2016-02-11 04:26:27	47.718087500	-122.247272786	122.2	18.0		
T	2016-02-11 04:26:28	47.718079034	-122.247280581	122.2	18.0		
T	2016-02-11 04:26:29	47.718078783	-122.247284353	122.2	18.0		
T	2016-02-11 04:26:30	47.718077525	-122.247283934	122.2	18.0		
T	2016-02-11 04:26:31	47.718078112	-122.247284437	122.2	18.0		
T	2016-02-11 04:26:32	47.718078364	-122.247286281	122.2	18.0		
T	2016-02-11 04:26:33	47.718077777	-122.247289633	122.2	18.0		
T	2016-02-11 04:26:34	47.718079286	-122.247292148	122.2	18.0		
T	2016-02-11 04:26:35	47.718080711	-122.247291729	122.2	18.0		
T	2016-02-11 04:26:36	47.718079537	-122.247294076	122.2	18.0		
T	2016-02-11 04:26:37	47.718078615	-122.247293657	122.2	18.0		
T	2016-02-11 04:26:38	47.718076771	-122.247292902	122.2	18.0		
T	2016-02-11 04:26:39	47.718072915	-122.247296171	122.2	18.0		
T	2016-02-11 04:26:40	47.718069144	-122.247299775	122.2	18.0		
T	2016-02-11 04:26:41	47.718065875	-122.247301200	122.2	18.0		
T	2016-02-11 04:26:42	47.718064198	-122.247300781	122.2	18.0		
T	2016-02-11 04:26:43	47.718062187	-122.247301452	122.2	18.0		
T	2016-02-11 04:26:44	47.718060426	-122.247300697	122.2	18.0		
T	2016-02-11 04:26:45	47.718055733	-122.247301536	122.2	18.0		
T	2016-02-11 04:26:46	47.718052547	-122.247300278	122.2	18.0		
T	2016-02-11 04:26:47	47.718050955	-122.247300195	122.2	18.0		
T	2016-02-11 04:26:48	47.718048524	-122.247304050	122.2	18.0		
T	2016-02-11 04:26:49	47.718047686	-122.247318048	122.2	18.0		
T	2016-02-11 04:26:50	47.718047015	-122.247321568	122.2	18.0		
T	2016-02-11 04:26:51	47.718045255	-122.247324921	122.2	18.0		
T	2016-02-11 04:26:52	47.718042741	-122.247325592	122.2	18.0		
T	2016-02-11 04:26:53	47.718041232	-122.247325424	122.2	18.0		
T	2016-02-11 04:26:54	47.718043746	-122.247327939	122.2	18.0		
T	2016-02-11 04:26:55	47.718038466	-122.247327017	122.2	18.0		
T	2016-02-11 04:26:56	47.718024887	-122.247308493	122.2	18.0		
T	2016-02-11 04:26:57	47.718011141	-122.247302206	122.2	18.0		
T	2016-02-11 04:26:58	47.718010303	-122.247293992	122.0	18.0		
T	2016-02-11 04:26:59	47.718009967	-122.247288376	122.2	18.0		
T	2016-02-11 04:27:00	47.718011057	-122.247284101	122.0	18.0		
T	2016-02-11 04:27:01	47.718003849	-122.247255687	122.0	18.0		
T	2016-02-11 04:27:02	47.718007118	-122.247250909	122.0	18.0		
T	2016-02-11 04:27:03	47.718009632	-122.247245964	122.0	18.0		
T	2016-02-11 04:27:04	47.718012398	-122.247244455	122.0	18.0		
T	2016-02-11 04:27:05	47.718003597	-122.247230960	122.0	18.0		
T	2016-02-11 04:27:06	47.718006615	-122.247233139	122.0	18.0		
T	2016-02-11 04:27:07	47.718008878	-122.247221740	122.0	18.0		
T	2016-02-11 04:27:08	47.718010303	-122.247211933	122.0	18.0		
T	2016-02-11 04:27:09	47.718010889	-122.247202797	122.0	18.0		
T	2016-02-11 04:27:10	47.718011476	-122.247193409	122.0	18.0		
T	2016-02-11 04:27:11	47.718015751	-122.247181255	122.0	18.0		
T	2016-02-11 04:27:12	47.718021451	-122.247173628	122.0	18.0		
T	2016-02-11 04:27:13	47.718027653	-122.247165497	122.0	18.0		
T	2016-02-11 04:27:14	47.718032934	-122.247161726	122.0	18.0		
T	2016-02-11 04:27:15	47.718034694	-122.247160804	122.0	18.0		
T	2016-02-11 04:27:16	47.718036370	-122.247159630	122.0	18.0		
T	2016-02-11 04:27:17	47.718037376	-122.247161055	122.0	18.0		
T	2016-02-11 04:27:18	47.718036119	-122.247162815	122.0	18.0		
T	2016-02-11 04:27:19	47.718034945	-122.247165581	122.0	18.0		
T	2016-02-11 04:27:20	47.718033521	-122.247169018	122.0	18.0		
T	2016-02-11 04:27:21	47.718034023	-122.247174382	122.0	18.0		
T	2016-02-11 04:27:22	47.718033604	-122.247176645	122.0	18.0		
T	2016-02-11 04:27:23	47.718033940	-122.247180417	122.0	18.0		
T	2016-02-11 04:27:24	47.718032766	-122.247181507	122.0	18.0		
T	2016-02-11 04:27:25	47.718033437	-122.247179495	122.0	18.0		
T	2016-02-11 04:27:26	47.718033185	-122.247177735	122.0	18.0		
T	2016-02-11 04:27:27	47.718033940	-122.247178992	122.0	18.0		
T	2016-02-11 04:27:28	47.718030671	-122.247184189	122.0	18.0		
T	2016-02-11 04:27:29	47.718030503	-122.247192487	122.0	18.0		
T	2016-02-11 04:27:30	47.718027737	-122.247204557	122.0	18.0		
T	2016-02-11 04:27:31	47.718026647	-122.247211095	122.0	18.0		
T	2016-02-11 04:27:32	47.718022792	-122.247218555	122.0	18.0		
T	2016-02-11 04:27:33	47.718019104	-122.247224087	122.0	18.0		
T	2016-02-11 04:27:34	47.718013488	-122.247225596	122.0	18.0		
T	2016-02-11 04:27:35	47.718005944	-122.247227104	121.8	18.0		
T	2016-02-11 04:27:36	47.717996892	-122.247226937	121.8	18.0		
T	2016-02-11 04:27:37	47.717984905	-122.247227607	121.8	18.0		
T	2016-02-11 04:27:38	47.717975937	-122.247223249	121.8	18.0		
T	2016-02-11 04:27:39	47.717967303	-122.247218220	121.8	18.0		
T	2016-02-11 04:27:40	47.717959676	-122.247213190	121.8	18.0		
T	2016-02-11 04:27:41	47.717954898	-122.247211179	121.8	18.0		
T	2016-02-11 04:27:42	47.717948360	-122.247206569	121.8	18.0		
T	2016-02-11 04:27:43	47.717948696	-122.247202964	121.8	18.0		
T	2016-02-11 04:27:44	47.717948277	-122.247196762	121.8	18.0		
T	2016-02-11 04:27:45	47.717945343	-122.247193577	121.8	18.0		
T	2016-02-11 04:27:46	47.717942409	-122.247186536	121.8	18.0		
T	2016-02-11 04:27:47	47.717945930	-122.247179411	121.8	18.0		
T	2016-02-11 04:27:48	47.717946935	-122.247172371	121.8	18.0		
T	2016-02-11 04:27:49	47.717948025	-122.247168431	121.8	18.0		
T	2016-02-11 04:27:50	47.717947438	-122.247163989	121.8	18.0		
T	2016-02-11 04:27:51	47.717948863	-122.247158037	121.8	18.0		
T	2016-02-11 04:27:52	47.717950288	-122.247150913	121.8	18.0		
T	2016-02-11 04:27:53	47.717952048	-122.247145465	121.8	18.0		
T	2016-02-11 04:27:54	47.717953054	-122.247138340	121.8	18.0		
T	2016-02-11 04:27:55	47.717953641	-122.247133143	121.8	18.0		
T	2016-02-11 04:27:56	47.717955820	-122.247130629	121.8	18.0		
T	2016-02-11 04:27:57	47.717959676	-122.247128114	121.8	18.0		
T	2016-02-11 04:27:58	47.717961520	-122.247125683	121.8	18.0		
T	2016-02-11 04:27:59	47.717961520	-122.247127946	121.8	18.0		
T	2016-02-11 04:28:00	47.717961520	-122.247132054	121.8	18.0		
T	2016-02-11 04:28:01	47.717962358	-122.247136831	121.6	18.0		
T	2016-02-11 04:28:02	47.717964789	-122.247144459	121.6	18.0		
T	2016-02-11 04:28:03	47.717964705	-122.247150494	121.6	18.0		
T	2016-02-11 04:28:04	47.717967890	-122.247154685	121.6	18.0		
T	2016-02-11 04:28:05	47.717972249	-122.247157283	121.8	18.0		
T	2016-02-11 04:28:06	47.717972919	-122.247165497	121.8	18.0		
T	2016-02-11 04:28:07	47.717970992	-122.247167928	121.8	18.0		
T	2016-02-11 04:28:08	47.717969986	-122.247174969	121.6	18.0		
T	2016-02-11 04:28:09	47.717974428	-122.247178908	121.6	18.0		
T	2016-02-11 04:28:10	47.717977697	-122.247181423	121.6	18.0		
T	2016-02-11 04:28:11	47.717979541	-122.247180920	121.6	18.0		
T	2016-02-11 04:28:12	47.717983313	-122.247173125	121.6	18.0		
T	2016-02-11 04:28:13	47.717986079	-122.247179579	121.6	18.0		
T	2016-02-11 04:28:14	47.717988761	-122.247188212	121.6	18.0		
T	2016-02-11 04:28:15	47.717990605	-122.247198187	121.6	18.0		
T	2016-02-11 04:28:16	47.717990018	-122.247198103	121.6	18.0		
T	2016-02-11 04:28:17	47.717992952	-122.247207910	121.6	18.0		
T	2016-02-11 04:28:18	47.717998149	-122.247215873	121.6	18.0		
T	2016-02-11 04:28:19	47.718000663	-122.247209586	121.6	18.0		
T	2016-02-11 04:28:20	47.718004603	-122.247203970	121.6	18.0		
T	2016-02-11 04:28:21	47.718008207	-122.247199193	121.6	18.0		
T	2016-02-11 04:28:22	47.718011728	-122.247195756	121.6	18.0		
T	2016-02-11 04:28:23	47.718015248	-122.247200869	121.6	18.0		
T	2016-02-11 04:28:24	47.718018685	-122.247202294	121.6	18.0		
T	2016-02-11 04:28:25	47.718022037	-122.247206401	121.6	18.0		
T	2016-02-11 04:28:26	47.718023546	-122.247210927	121.6	18.0		
T	2016-02-11 04:28:27	47.718023295	-122.247214112	121.6	18.0		
T	2016-02-11 04:28:28	47.718026144	-122.247216376	121.6	18.0		
T	2016-02-11 04:28:29	47.718029497	-122.247218052	121.6	18.0		
T	2016-02-11 04:28:30	47.718033185	-122.247225763	121.6	18.0		
T	2016-02-11 04:28:31	47.718037376	-122.247232217	121.6	18.0		
T	2016-02-11 04:28:32	47.718043411	-122.247238252	121.6	18.0		
T	2016-02-11 04:28:33	47.718048356	-122.247243701	121.6	18.0		
T	2016-02-11 04:28:34	47.718052631	-122.247249987	121.6	18.0		
T	2016-02-11 04:28:35	47.718054308	-122.247249484	121.6	18.0		
T	2016-02-11 04:28:36	47.718049698	-122.247254010	121.6	18.0		
T	2016-02-11 04:28:37	47.718029581	-122.247252418	121.6	18.0		
T	2016-02-11 04:28:38	47.718022875	-122.247256357	121.6	18.0		
T	2016-02-11 04:28:39	47.718020277	-122.247264320	121.6	18.0		
T	2016-02-11 04:28:40	47.718006866	-122.247267421	121.6	18.0		
T	2016-02-11 04:28:41	47.718004184	-122.247270104	121.6	18.0		
T	2016-02-11 04:28:42	47.718005944	-122.247270020	121.6	18.0		
T	2016-02-11 04:28:43	47.718010722	-122.247269265	121.6	18.0		
T	2016-02-11 04:28:44	47.718017427	-122.247273456	121.6	18.0		
T	2016-02-11 04:28:45	47.718016841	-122.247278150	121.6	18.0		
T	2016-02-11 04:28:46	47.718017930	-122.247288795	121.6	18.0		
T	2016-02-11 04:28:47	47.718018601	-122.247292735	121.6	18.0		
T	2016-02-11 04:28:48	47.718018265	-122.247295165	121.6	18.0		
T	2016-02-11 04:28:49	47.718019774	-122.247298267	121.6	18.0		
T	2016-02-11 04:28:50	47.718019104	-122.247300446	121.6	18.0		
T	2016-02-11 04:28:51	47.718021199	-122.247304805	121.6	18.0		
T	2016-02-11 04:28:52	47.718024552	-122.247308744	121.6	18.0		
T	2016-02-11 04:28:53	47.718029078	-122.247310840	121.6	18.0		
T	2016-02-11 04:28:54	47.718031090	-122.247315701	121.6	18.0		
T	2016-02-11 04:28:55	47.718034275	-122.247317880	121.6	18.0		
T	2016-02-11 04:28:56	47.718039472	-122.247321485	121.4	18.0		
T	2016-02-11 04:28:57	47.718056655	-122.247323077	121.4	18.0		
T	2016-02-11 04:28:58	47.718073418	-122.247328358	121.4	18.0		
T	2016-02-11 04:28:59	47.718085321	-122.247333974	121.4	18.0		
T	2016-02-11 04:29:00	47.718096720	-122.247336404	121.4	18.0		
T	2016-02-11 04:29:01	47.718108539	-122.247338584	121.4	18.0		
T	2016-02-11 04:29:02	47.718112646	-122.247339254	121.4	18.0		
T	2016-02-11 04:29:03	47.718113065	-122.247333638	121.4	18.0		
T	2016-02-11 04:29:04	47.718120106	-122.247326514	121.4	18.0		
T	2016-02-11 04:29:05	47.718119016	-122.247320395	121.4	18.0		
T	2016-02-11 04:29:06	47.718124716	-122.247315450	121.4	18.0		
T	2016-02-11 04:29:07	47.718128571	-122.247314695	121.4	18.0		
T	2016-02-11 04:29:08	47.718123039	-122.247310253	121.4	18.0		
T	2016-02-11 04:29:09	47.718115160	-122.247309415	121.4	18.0		
T	2016-02-11 04:29:10	47.718110215	-122.247310169	121.4	18.0		
T	2016-02-11 04:29:11	47.718099067	-122.247303212	121.4	18.0		
T	2016-02-11 04:29:12	47.718095547	-122.247297764	121.4	18.0		
T	2016-02-11 04:29:13	47.718096050	-122.247301536	121.4	18.0		
T	2016-02-11 04:29:14	47.718097726	-122.247303464	121.4	18.0		
T	2016-02-11 04:29:15	47.718099738	-122.247307319	121.4	18.0		
T	2016-02-11 04:29:16	47.718102336	-122.247308157	121.4	18.0		
T	2016-02-11 04:29:17	47.718105940	-122.247311510	121.4	18.0		
T	2016-02-11 04:29:18	47.718109293	-122.247313857	121.4	18.0		
T	2016-02-11 04:29:19	47.718110466	-122.247315617	121.4	18.0		
T	2016-02-11 04:29:20	47.718111053	-122.247315114	121.4	18.0		
T	2016-02-11 04:29:21	47.718100240	-122.247308074	121.4	18.0		
T	2016-02-11 04:29:22	47.718094289	-122.247304302	121.4	18.0		
T	2016-02-11 04:29:23	47.718089595	-122.247302458	121.4	18.0		
T	2016-02-11 04:29:24	47.718085153	-122.247302709	121.4	18.0		
T	2016-02-11 04:29:25	47.718082638	-122.247306062	121.4	18.0		
T	2016-02-11 04:29:26	47.718081297	-122.247307738	121.4	18.0		
T	2016-02-11 04:29:27	47.718079034	-122.247312516	121.4	18.0		
T	2016-02-11 04:29:28	47.718074676	-122.247317461	121.4	18.0		
T	2016-02-11 04:29:29	47.718069311	-122.247322490	121.4	18.0		
T	2016-02-11 04:29:30	47.718062019	-122.247330872	121.4	18.0		
T	2016-02-11 04:29:31	47.718056906	-122.247338081	121.4	18.0		
T	2016-02-11 04:29:32	47.718053889	-122.247342104	121.4	18.0		
T	2016-02-11 04:29:33	47.718050117	-122.247345960	121.4	18.0		
T	2016-02-11 04:29:34	47.718046848	-122.247350235	121.4	18.0		
T	2016-02-11 04:29:35	47.718040477	-122.247354677	121.4	18.0		
T	2016-02-11 04:29:36	47.718034359	-122.247357024	121.2	18.0		
T	2016-02-11 04:29:37	47.718025642	-122.247362556	121.2	18.0		
T	2016-02-11 04:29:38	47.718019523	-122.247365071	121.2	18.0		
T	2016-02-11 04:29:39	47.718016338	-122.247368591	121.4	18.0		
T	2016-02-11 04:29:40	47.718014913	-122.247372614	121.4	18.0		
T	2016-02-11 04:29:41	47.718008794	-122.247377476	121.4	18.0		
T	2016-02-11 04:29:42	47.718007369	-122.247381331	121.4	18.0		
T	2016-02-11 04:29:43	47.718003849	-122.247388707	121.4	18.0		
T	2016-02-11 04:29:44	47.717996724	-122.247395916	121.4	18.0		
T	2016-02-11 04:29:45	47.717991695	-122.247402119	121.4	18.0		
T	2016-02-11 04:29:46	47.717992198	-122.247406645	121.4	18.0		
T	2016-02-11 04:29:47	47.717998065	-122.247412344	121.4	18.0		
T	2016-02-11 04:29:48	47.718026899	-122.247420307	121.4	18.0		
T	2016-02-11 04:29:49	47.718028827	-122.247428354	121.4	18.0		
T	2016-02-11 04:29:50	47.718032431	-122.247435981	121.4	18.0		
T	2016-02-11 04:29:51	47.718039053	-122.247442938	121.2	18.0		
T	2016-02-11 04:29:52	47.718042489	-122.247448638	121.2	18.0		
T	2016-02-11 04:29:53	47.718070066	-122.247456433	121.2	18.0		
T	2016-02-11 04:29:54	47.718072245	-122.247463893	121.2	18.0		
T	2016-02-11 04:29:55	47.718075514	-122.247470263	121.2	18.0		
T	2016-02-11 04:29:56	47.718078950	-122.247472778	121.2	18.0		
T	2016-02-11 04:29:57	47.718081716	-122.247474203	121.2	18.0		
T	2016-02-11 04:29:58	47.718084399	-122.247475712	121.2	18.0		
T	2016-02-11 04:29:59	47.718090601	-122.247473784	121.4	18.0		
T	2016-02-11 04:30:00	47.718100073	-122.247472610	121.4	18.0		
T	2016-02-11 04:30:01	47.718114657	-122.247468252	121.4	18.0		
T	2016-02-11 04:30:02	47.718122201	-122.247466240	121.4	18.0		
T	2016-02-11 04:30:03	47.718113484	-122.247463139	121.4	18.0		
T	2016-02-11 04:30:04	47.718104851	-122.247462468	121.4	18.0		
T	2016-02-11 04:30:05	47.718098480	-122.247461714	121.4	18.0		
T	2016-02-11 04:30:06	47.718089344	-122.247461965	121.2	18.0		
T	2016-02-11 04:30:07	47.718086494	-122.247459618	121.2	18.0		
T	2016-02-11 04:30:08	47.718081214	-122.247457607	121.4	18.0		
T	2016-02-11 04:30:09	47.718080878	-122.247452494	121.2	18.0		
T	2016-02-11 04:30:10	47.718085572	-122.247445704	121.2	18.0		
T	2016-02-11 04:30:11	47.718089847	-122.247438328	121.4	18.0		
T	2016-02-11 04:30:12	47.718094960	-122.247429779	121.4	18.0		
T	2016-02-11 04:30:13	47.718101917	-122.247421732	121.4	18.0		
T	2016-02-11 04:30:14	47.718106192	-122.247417206	121.4	18.0		
T	2016-02-11 04:30:15	47.718107784	-122.247415278	121.4	18.0		
T	2016-02-11 04:30:16	47.718108958	-122.247415027	121.4	18.0		
T	2016-02-11 04:30:17	47.718105773	-122.247414524	121.4	18.0		
T	2016-02-11 04:30:18	47.718103006	-122.247413266	121.4	18.0		
T	2016-02-11 04:30:19	47.718103845	-122.247412428	121.4	18.0		
T	2016-02-11 04:30:20	47.718100492	-122.247412764	121.2	18.0		
T	2016-02-11 04:30:21	47.718099654	-122.247416703	121.2	18.0		
T	2016-02-11 04:30:22	47.718100240	-122.247423241	121.4	18.0		
T	2016-02-11 04:30:23	47.718079118	-122.247418882	121.4	18.0		
T	2016-02-11 04:30:24	47.718082722	-122.247424833	121.4	18.0		
T	2016-02-11 04:30:25	47.718090853	-122.247431036	121.4	18.0		
T	2016-02-11 04:30:26	47.718082052	-122.247427683	121.4	18.0		
T	2016-02-11 04:30:27	47.718074173	-122.247425169	121.4	18.0		
T	2016-02-11 04:30:28	47.718069730	-122.247430533	121.4	18.0		
T	2016-02-11 04:30:29	47.718068389	-122.247435814	121.4	18.0		
T	2016-02-11 04:30:30	47.718066126	-122.247438915	121.2	18.0		
T	2016-02-11 04:30:31	47.718064617	-122.247435814	121.2	18.0		
T	2016-02-11 04:30:32	47.718064534	-122.247432042	121.4	18.0		
T	2016-02-11 04:30:33	47.718076687	-122.247429779	121.4	18.0		
T	2016-02-11 04:30:34	47.718077609	-122.247428857	121.4	18.0		
T	2016-02-11 04:30:35	47.718079956	-122.247424917	121.4	18.0		
T	2016-02-11 04:30:36	47.718087751	-122.247425253	121.4	18.0		
T	2016-02-11 04:30:37	47.718100408	-122.247425169	121.4	18.0		
T	2016-02-11 04:30:38	47.718111556	-122.247423660	121.4	19.0		
T	2016-02-11 04:30:39	47.718124464	-122.247421062	121.4	19.0		
T	2016-02-11 04:30:40	47.718128823	-122.247419637	121.4	19.0		
T	2016-02-11 04:30:41	47.718133265	-122.247418379	121.4	19.0		
T	2016-02-11 04:30:42	47.718117172	-122.247412931	121.4	19.0		
T	2016-02-11 04:30:43	47.718122117	-122.247414943	121.4	19.0		
T	2016-02-11 04:30:44	47.718128990	-122.247413853	121.4	19.0		
T	2016-02-11 04:30:45	47.718137037	-122.247409830	121.4	19.0		
T	2016-02-11 04:30:46	47.718143826	-122.247404633	121.4	19.0		
T	2016-02-11 04:30:47	47.718144916	-122.247398430	121.2	19.0		
T	2016-02-11 04:30:48	47.718142737	-122.247389797	121.4	19.0		
T	2016-02-11 04:30:49	47.718145503	-122.247380828	121.4	19.0		
T	2016-02-11 04:30:50	47.718140893	-122.247371022	121.4	19.0		
T	2016-02-11 04:30:51	47.718135277	-122.247361466	121.4	19.0		
T	2016-02-11 04:30:52	47.718138546	-122.247353252	121.4	19.0		
T	2016-02-11 04:30:53	47.718132511	-122.247340931	121.4	19.0		
T	2016-02-11 04:30:54	47.718138546	-122.247329699	121.4	19.0		
T	2016-02-11 04:30:55	47.718141647	-122.247320982	121.4	19.0		
T	2016-02-11 04:30:56	47.718122536	-122.247313606	121.4	19.0		
T	2016-02-11 04:30:57	47.718102336	-122.247312432	121.4	19.0		
T	2016-02-11 04:30:58	47.718084566	-122.247311929	121.4	19.0		
T	2016-02-11 04:30:59	47.718085991	-122.247312600	121.4	19.0		
T	2016-02-11 04:31:00	47.718086578	-122.247311343	121.4	19.0		
T	2016-02-11 04:31:01	47.718085404	-122.247310504	121.2	19.0		
T	2016-02-11 04:31:02	47.718086662	-122.247311175	121.4	19.0		
T	2016-02-11 04:31:03	47.718086494	-122.247308744	121.2	19.0		
T	2016-02-11 04:31:04	47.718083309	-122.247310420	121.2	19.0		
T	2016-02-11 04:31:05	47.718081297	-122.247311091	121.2	19.0		
T	2016-02-11 04:31:06	47.718076603	-122.247314779	121.2	19.0		
T	2016-02-11 04:31:07	47.718070988	-122.247315701	121.2	19.0		
T	2016-02-11 04:31:08	47.718070233	-122.247315114	121.2	19.0		
T	2016-02-11 04:31:09	47.718066461	-122.247317629	121.2	19.0		
T	2016-02-11 04:31:10	47.718061013	-122.247320144	121.2	19.0		
T	2016-02-11 04:31:11	47.718057577	-122.247322407	121.2	19.0		
T	2016-02-11 04:31:12	47.718048859	-122.247325927	121.2	19.0		
T	2016-02-11 04:31:13	47.718038885	-122.247329615	121.2	19.0		
T	2016-02-11 04:31:14	47.718025725	-122.247332213	121.2	19.0		
T	2016-02-11 04:31:15	47.718022289	-122.247332213	121.4	19.0		
T	2016-02-11 04:31:16	47.718018936	-122.247331291	121.4	19.0		
T	2016-02-11 04:31:17	47.718047015	-122.247322910	121.2	19.0		
T	2016-02-11 04:31:18	47.718052464	-122.247323915	121.2	19.0		
T	2016-02-11 04:31:19	47.718066294	-122.247324921	121.4	19.0		
T	2016-02-11 04:31:20	47.718077106	-122.247322407	121.4	19.0		
T	2016-02-11 04:31:21	47.718082638	-122.247321904	121.4	19.0		
T	2016-02-11 04:31:22	47.718092361	-122.247321233	121.4	19.0		
T	2016-02-11 04:31:23	47.718099654	-122.247321820	121.4	19.0		
T	2016-02-11 04:31:24	47.718104348	-122.247321485	121.4	19.0		
T	2016-02-11 04:31:25	47.718103258	-122.247321066	121.4	19.0		
T	2016-02-11 04:31:26	47.718109880	-122.247321401	121.4	19.0		
T	2016-02-11 04:31:27	47.718122872	-122.247324586	121.4	19.0		
T	2016-02-11 04:31:28	47.718131086	-122.247329699	121.4	19.0		
T	2016-02-11 04:31:29	47.718131086	-122.247329699	121.2	19.0		
T	2016-02-11 04:31:30	47.718137624	-122.247329615	121.2	19.0		
T	2016-02-11 04:31:31	47.718143407	-122.247327855	121.2	19.0		
T	2016-02-11 04:31:32	47.718154807	-122.247325927	121.4	19.0		
T	2016-02-11 04:31:33	47.718168721	-122.247324083	121.4	19.0		
T	2016-02-11 04:31:34	47.718180120	-122.247321233	121.4	19.0		
T	2016-02-11 04:31:35	47.718195291	-122.247317964	121.4	19.0		
T	2016-02-11 04:31:36	47.718201578	-122.247316204	121.4	19.0		
T	2016-02-11 04:31:37	47.718210798	-122.247313773	121.2	19.0		
T	2016-02-11 04:31:38	47.718212306	-122.247311678	121.2	19.0		
T	2016-02-11 04:31:39	47.718211217	-122.247307235	121.4	19.0		
T	2016-02-11 04:31:40	47.718213815	-122.247302122	121.4	19.0		
T	2016-02-11 04:31:41	47.718213564	-122.247299943	121.6	19.0		
T	2016-02-11 04:31:42	47.718206774	-122.247298686	121.6	19.0		
T	2016-02-11 04:31:43	47.718200237	-122.247298686	121.6	19.0		
T	2016-02-11 04:31:44	47.718191687	-122.247297345	121.4	19.0		
T	2016-02-11 04:31:45	47.718185904	-122.247295417	121.4	19.0		
T	2016-02-11 04:31:46	47.718175929	-122.247292567	121.4	19.0		
T	2016-02-11 04:31:47	47.718165619	-122.247291142	121.6	19.0		
T	2016-02-11 04:31:48	47.718159501	-122.247290388	121.6	19.0		
T	2016-02-11 04:31:49	47.718154639	-122.247289466	121.6	19.0		
T	2016-02-11 04:31:50	47.718152292	-122.247294160	121.6	19.0		
T	2016-02-11 04:31:51	47.718144078	-122.247293573	121.6	19.0		
T	2016-02-11 04:31:52	47.718139468	-122.247291896	121.6	19.0		
T	2016-02-11 04:31:53	47.718134522	-122.247291226	121.6	19.0		
T	2016-02-11 04:31:54	47.718114154	-122.247288125	121.4	19.0		
T	2016-02-11 04:31:55	47.718101749	-122.247288292	121.4	19.0		
T	2016-02-11 04:31:56	47.718095044	-122.247287789	121.4	19.0		
T	2016-02-11 04:31:57	47.718088506	-122.247286281	121.4	19.0		
T	2016-02-11 04:31:58	47.718084063	-122.247286113	121.4	19.0		
T	2016-02-11 04:31:59	47.718080459	-122.247289633	121.4	19.0		
T	2016-02-11 04:32:00	47.718067886	-122.247291561	121.4	19.0		
T	2016-02-11 04:32:01	47.718057744	-122.247292902	121.4	19.0		
T	2016-02-11 04:32:02	47.718055565	-122.247292399	121.4	19.0		
T	2016-02-11 04:32:03	47.718053553	-122.247292148	121.6	19.0		
